Must be local?,token,q002,q003,q004,q005,q006,q007,q008,q009,q010,q011,q012,q013,q014,q015,q016,q017,q018,q019,q020,q021,q022,q023,q024,q025,q026,q027,q028,q029,q030,q031,q032,q033,q034,q035,q036,q037,q038,q039,q040,q041,q042,q043,q044,q045,q046,q047,q048,q049,q050,q051,q052,q053,q054,q055,q056,q057,q058,q059,q060,q061,q062,q063,q064,q065,q066,q067,q068,q069,q070,q071,q072,q073,q074,q075,q076,q077,q078,q079,q080,q081,q082,q083,q084,q085,q086,q087,q088,q089,q090,q091,q092,q093,q094,q095,q096,q097,q098,q099,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130,q131,q132,q133,q134
0,2985_936,,Honours (Distinction),,Bachelor of Social Sciences,,6/30/2016,Pharmacy,Current course was my first choice of study,China,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3300,,3850,Information & Communication,,Mechanical Engineer,,DOCTOR,Not at all,5,"Yes, I am employed in a job related to my course of study","Applied for training-related job, but did not get an offer",,"Yes, mainly to obtain a job with better pay/ career prospects",,AUGUST,2013,Non Applicable based on skip pattern,"Yes, I attempted to look for employment",6,2016,5,2016,No,Non Applicable based on skip pattern,No,No,No,No,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,Q21_1 Centre for Future-ready Graduates Job Portal (NUS Talent Connect) & E News,"Finding jobs to apply to, that is related to my career interest",,"No, do not intend to pursue at all",Non Applicable based on skip pattern,,,,,,,Neutral,Non Applicable based on skip pattern,,Yes,Not applicable,Neutral,Not applicable,Neutral,Very dissatisfied,Not applicable,Disagree,Fairly well,Fairly well,A little,Fairly well,Not at all,Well,Well,Well,Fairly well,Well,Fairly well,Not applicable,Not applicable,Well,Neutral,Indian,,Singapore Citizen,,Part Time,,Nil,,,NORMAL,Finance-SPN/Ops & Supply Chain Mgt-SPN,1520,Singapore Citizen,F,N,,,,,,
1,30276_1271,,Honours (Distinction),,Bachelor of Computing (Information Systems),,8/31/2012,Arts & Soc Sci,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,ALLEN & GLEDHILL LLP,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,Information & Communication,,Music Instructor (Extra-curriculum),,,4,3,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,JULY,2016,Three,"Yes, I attempted to look for employment",3,2016,2,2016,No,No,Non Applicable based on skip pattern,No,No,No,No,Yes,No,No,No,No,Non Applicable based on skip pattern,No,,2,2,,,,,,,,,,,,,Q21_10 Employment recruitment agencies,"Finding jobs to apply to, that is related to my career interest",,"No, do not intend to pursue at all",Non Applicable based on skip pattern,,,,,,,Yes,Non Applicable based on skip pattern,,No,Not applicable,Neutral,Not applicable,Neutral,Not applicable,Not applicable,Neutral,Very well,Very well,Very well,Well,Fairly well,Well,Fairly well,Well,Fairly well,Well,Fairly well,Very well,Very well,Not at all,Neutral,Chinese,,Singapore Citizen,,Full Time,,Psychology (Major),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,26927_1309,,Honours (Distinction),,Bachelor of Social Sciences,,6/30/2016,Science,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3900,,,Information & Communication,,"Software, Web and Multimedia Developer",,,To a great extent,3,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,AUGUST,2016,Non Applicable based on skip pattern,Non Applicable based on skip pattern,10,2016,2,2016,Non Applicable based on skip pattern,Yes,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,,,,,,,,,,Getting offers after the interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by coursework,,,,,,,No,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Not applicable,Neutral,Not applicable,Dissatisfied,Agree,Well,Fairly well,Well,Fairly well,Well,Well,Fairly well,Well,Well,A little,Well,Fairly well,Not applicable,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,QUANTITATIVE FINANCE (HONS),,,NORMAL,,1520,International,F,N,,,,,,
0,32333_116,,Honours (Highest Distinction),,Bachelor of Business Administration,,6/30/2016,Business Admin,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3400,,4900,"Legal, Accounting and Auditing",,"Others, please provide job title and description",,,2,3,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,AUGUST,2012,One,Non Applicable based on skip pattern,11,2016,8,2016,Yes,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Yes,No,No,Non Applicable based on skip pattern,No,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,"Finding jobs to apply to, that is related to my career interest",,"No, do not intend to pursue at all",Master’s Degree by research,,,,,,,No,Non Applicable based on skip pattern,,Yes,Neutral,Neutral,Neutral,Not applicable,Not applicable,Not applicable,Agree,Fairly well,Well,Fairly well,A little,Well,Fairly well,Fairly well,Fairly well,Fairly well,Well,Well,Well,Well,Fairly well,Strongly disagree,Others,,Singapore Citizen,,Full Time,UGRD,LAWS (HONS) - 4 YEAR,,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,55901_914,,Honours (Distinction),,Bachelor of Social Sciences,,6/30/2016,Science,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3000,,3300,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,,,Non Applicable based on skip pattern,4,"Yes, I am employed in a job partially related to my course of study","Others, please specify",,No,,JULY,,One,Non Applicable based on skip pattern,9,2016,9,2016,No,No,No,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,No,No,,,,,,,,,3,,,,,,,,Non Applicable based on skip pattern,,"Yes, intend to pursue in the future (not within the next 5 years)",Master’s Degree by research,,,,,,,Yes,My interest has changed since completing my undergraduate studies,,Yes,Not applicable,Neutral,Not applicable,Neutral,Neutral,Satisfied,Agree,Well,Well,Well,Very well,Well,Very well,Well,Very well,Well,Very well,Not at all,A little,Not at all,Not applicable,Strongly agree,Others,,Singapore Citizen,,Full Time,UGRD,MECHANICAL ENGINEERING (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,10755_979,,Honours,,Bachelor of Science (Nursing),,6/30/2016,Science,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,DREW & NAPIER LLC,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3650,,3600,"Legal, Accounting and Auditing",,"Others, please provide job title and description",,,To some extent,3,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,No,,JUNE,,None (Bonded to Sponsoring Organisation),Non Applicable based on skip pattern,10,2016,2,2016,Yes,No,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Yes,No,No,No,Yes,No,No,,,,,,,,,1,,,,,,,,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",PhD,,,,,,QUANTITATIVE FINANCE,Neutral,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Satisfied,Very satisfied,Not applicable,Not applicable,Satisfied,Not applicable,Neutral,Well,Well,Fairly well,Very well,Well,Fairly well,Well,Very well,Fairly well,Very well,Fairly well,Not at all,Not applicable,Well,Agree,Indian,,Singapore Citizen,,Full Time,UGRD,INFORMATION SYSTEMS (HONS),,,NORMAL,Design Tech&Sustainability-SPN,1520,International,M,N,,,,,,
0,54440_996,,Honours,,Bachelor of Social Sciences,,6/30/2016,Science,Current course was my first choice of study,Singapore,Not working but actively looking and available for work,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3600,,,"Legal, Accounting and Auditing",,Research and Development Manager,,,2,4,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,No,,MARCH,2016,Two,"Yes, I attempted to look for employment",8,2016,5,2016,Yes,No,No,Non Applicable based on skip pattern,No,Yes,No,Yes,No,No,No,No,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,Q21_1 Centre for Future-ready Graduates Job Portal (NUS Talent Connect) & E News,Getting an interview,,"No, do not intend to pursue at all",MBA,,,,,,,Neutral,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Satisfied,Neutral,Not applicable,Not applicable,Neutral,Not applicable,Agree,Very well,Fairly well,Fairly well,Not at all,Well,A little,Well,Very well,Fairly well,Fairly well,Fairly well,Not applicable,Very well,Not applicable,Agree,Chinese,,Singapore Citizen,,Follow up,UGRD,LAWS (HONS) - 4 YEAR,,,NORMAL,,1500,International,M,N,,,,,,
0,21925_1129,,Honours (Distinction),,Bachelor of Arts,,4/30/2016,Architecture,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Private firm (including government-linked companies),,NUH,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,"Legal, Accounting and Auditing",,"Others, please provide job title and description",,,Not at all,4,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,"Yes, mainly to utilise my skills more fully",,,2016,One,Non Applicable based on skip pattern,7,2016,7,2016,Yes,Yes,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,No,No,Non Applicable based on skip pattern,No,No,,,,,,,,,,,,,,,,Q21_5 Faculty School-level career services,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,,No,The career prospects and/ or wages associated with my course of study are below expectations,,Yes,Not applicable,Neutral,Satisfied,Neutral,Not applicable,Not applicable,Neutral,Very well,Well,Well,Fairly well,Well,Well,Fairly well,Fairly well,Well,Well,Fairly well,Not applicable,A little,A little,Strongly agree,Indian,,Singapore Citizen,,Follow up,,LAWS (HONS) - 4 YEAR,,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,56430_1393,,Honours (Merit),,Bachelor of Social Sciences,,6/30/2015,Chemical Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,CHANGI AIRPORT GROUP,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2640,,4300,"Legal, Accounting and Auditing",,Lawyer (excluding advocate and solicitor),,,To some extent,5,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2013,Non Applicable based on skip pattern,"Yes, I attempted to look for employment",7,2016,5,2016,Non Applicable based on skip pattern,Yes,No,No,Yes,No,Non Applicable based on skip pattern,No,No,No,No,No,Yes,No,,,,,,,1,,1,,,,,,,Q21_13 Referrals by family members and friends,"Others, please specify:",,"Yes, intend to pursue in the future (not within the next 5 years)",MBA,,NIL,,,,,Yes,I was not interested in my course of study. I lost interest during the course itself,,Yes,Not applicable,Not applicable,Neutral,Satisfied,Very satisfied,Neutral,Neutral,Very well,Very well,Well,Well,A little,Fairly well,Fairly well,Well,Fairly well,Well,Fairly well,Very well,Not applicable,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,INDUSTRIAL & SYS ENG (HONS),,,NORMAL,,1500,Singapore Citizen,M,N,,,,,,
1,21199_1796,,Honours (Merit),,Bachelor of Engineering (Chemical Engineering),,6/30/2016,,Current course was my first choice of study,China,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,3100,"Legal, Accounting and Auditing",,Legal Officer,,,Non Applicable based on skip pattern,5,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,NOVEMBER,2014,Three,Non Applicable based on skip pattern,7,2016,7,2016,No,Yes,No,No,No,Yes,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,Yes,No,,,,,,,,,5,,,,,,,,Getting an interview,,"No, do not intend to pursue at all",MBA,,,,,,LAW,No,Non Applicable based on skip pattern,,No,Not applicable,Not applicable,Satisfied,Satisfied,Satisfied,Very satisfied,Agree,Well,Fairly well,Fairly well,Fairly well,Fairly well,Well,Well,Well,Well,A little,Well,Well,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,Accountancy,,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
1,55661_1400,,Honours (Merit),,Bachelor of Science (Pharmacy),,6/30/2015,Chemical Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,"Legal, Accounting and Auditing",,General Practitioner/ Physician (Generalist Medical Practitioner),,,To a great extent,5,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,No,,JUNE,2015,One,Non Applicable based on skip pattern,9,2016,9,2016,No,No,No,Non Applicable based on skip pattern,Yes,No,No,No,No,No,No,No,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Master’s Degree by research,,,,,,,Neutral,My interest has changed since completing my undergraduate studies,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Satisfied,Dissatisfied,Neutral,Satisfied,Not applicable,Neutral,Agree,Very well,Well,Well,Fairly well,A little,Well,A little,Well,A little,Very well,Fairly well,Fairly well,Not applicable,Not applicable,Agree,Others,,Singapore Citizen,,Full Time,UGRD,Nil,,,NORMAL,,1520,Singapore Permanent Resident,M,N,,,,,,
1,34145_1472,,Honours (Highest Distinction),,Bachelor of Arts,,6/30/2016,Business Admin,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Private firm (including government-linked companies),,MOH HOLDINGS,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2800,"Legal, Accounting and Auditing",,Manufacturing Engineer,SOCIAL WORKER,,4,5,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,APRIL,,None (Bonded to Sponsoring Organisation),"Yes, I attempted to look for employment",10,2016,7,2016,No,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,No,Yes,No,,,1,,,,,,,,,,,,,,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,,Neutral,Non Applicable based on skip pattern,,Yes,Neutral,Neutral,Neutral,Not applicable,Satisfied,Not applicable,Agree,A little,Fairly well,Very well,Well,Fairly well,Well,A little,Very well,Fairly well,A little,Fairly well,Not applicable,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,,LAWS (HONS) - 4 YEAR,,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
1,9358_1586,,Honours (Merit),,Bachelor of Engineering (Chemical Engineering),,6/30/2016,Arts & Soc Sci,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3500,,,"Legal, Accounting and Auditing",,Business Development Executive,,,To some extent,3,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,JULY,2016,Non Applicable based on skip pattern,"Yes, I attempted to look for employment",6,2016,1,2016,No,Yes,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Yes,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,Q21_5 Faculty School-level career services,"Finding jobs to apply to, that is related to my career interest",,"Yes, intend to pursue in the future (not within the next 5 years)",PhD,,,,,,,Neutral,Non Applicable based on skip pattern,,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,A little,Very well,Fairly well,Well,Very well,Very well,A little,Well,Very well,A little,Very well,Well,Fairly well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,COMMS & NEW MEDIA (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,2512_311,,Honours (Distinction),,Bachelor of Technology (Industrial and Management Engineering),,6/30/2016,Business Admin,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Currently pursuing/ preparing to commence further studies,,Employee,Private firm (including government-linked companies),,DEUTSCHE BANK,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,5600,,4100,Logistics and Supply Chain Management,,"Others, please provide job title and description",,,To some extent,2,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,,,None (Bonded to Sponsoring Organisation),"Yes, I attempted to look for employment",6,2016,3,2016,Non Applicable based on skip pattern,Yes,Yes,Non Applicable based on skip pattern,Yes,No,No,Yes,No,No,No,Yes,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,3,,Q21_8 Other job websites portals,Getting offers after the interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,NOT SURE,,Yes,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Neutral,Not applicable,Satisfied,Neutral,Satisfied,Not applicable,Agree,Very well,Well,Well,Fairly well,Well,Very well,Not at all,Very well,Well,Very well,Well,Not applicable,Not applicable,Not applicable,Agree,Chinese,,Singapore Citizen,,Follow up,UGRD,CHINESE STUDIES (HONS),,,NORMAL,,1510,Singapore Citizen,M,Y,,,,,,
0,22524_1295,,Honours,,Bachelor of Arts,,6/30/2016,Arts & Soc Sci,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,Machinery and Equipment,,Mechanical Engineer,PERSONAL BANKER,,To a great extent,2,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to utilise my skills more fully",,,2015,None (Bonded to Sponsoring Organisation),Non Applicable based on skip pattern,12,2016,8,2016,Non Applicable based on skip pattern,Yes,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Yes,No,No,No,Yes,No,Non Applicable based on skip pattern,,12,,,,,,,,,,,,,,Q21_10 Employment recruitment agencies,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",MBA,,,,,,,Yes,Non Applicable based on skip pattern,,Yes,Satisfied,Not applicable,Satisfied,Very satisfied,Neutral,Very satisfied,Strongly disagree,Well,Fairly well,Fairly well,Very well,Fairly well,Well,Fairly well,Well,Well,Well,A little,Very well,Very well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,MECHANICAL ENGINEERING (HONS),,,NORMAL,,1500,Singapore Citizen,M,N,,,,,,
0,55943_1475,,Honours (Highest Distinction),,Bachelor of Medicine and Bachelor of Surgery,,6/30/2016,Medicine,Current course was my first choice of study,Singapore,Not working but actively looking and available for work,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,THE LEARNING LAB,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,Medical and Precision Instruments,,"Others, please provide job title and description",,,To some extent,1,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,MAY,2016,None,Non Applicable based on skip pattern,7,2016,7,2016,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Yes,No,No,No,Yes,No,Non Applicable based on skip pattern,No,Yes,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,,No,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Not applicable,Dissatisfied,Not applicable,Very satisfied,Satisfied,Not applicable,Disagree,Well,Well,Fairly well,Well,Well,Very well,Well,Very well,Very well,Fairly well,Well,Well,Not applicable,Very well,Agree,Chinese,,Singapore Citizen,,Full Time,UMED,CHEMICAL ENGINEERING (HONS),,,NORMAL,,1520,Singapore Citizen,F,Y,,,,,,
1,55742_5,,Honours (Distinction),,Bachelor of Science (Pharmacy),,6/30/2016,Environmental Studies,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2200,,3500,Non Applicable based on skip pattern,,Appraiser/ Valuer,,,Non Applicable based on skip pattern,4,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to utilise my skills more fully",,,,Two,Non Applicable based on skip pattern,12,2016,9,2016,No,Yes,No,No,No,No,No,Non Applicable based on skip pattern,Yes,No,No,No,No,No,,,2,,,,,,,,,,,,,Q21_13 Referrals by family members and friends,Non Applicable based on skip pattern,,"Yes, intend to pursue in the future (not within the next 5 years)",MBA,,,,,,,No,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Neutral,Not applicable,Satisfied,Not applicable,Satisfied,Neutral,Agree,Well,Very well,Fairly well,A little,Not at all,Very well,Well,Very well,A little,Well,Well,Not applicable,Fairly well,Not applicable,Neutral,Chinese,,Singapore Citizen,,Full Time,UGRD,LIFE SCIENCES (HONS),,,NORMAL,,1510,Singapore Citizen,M,N,,,,,,
0,18337_282,,Honours (Distinction),,Bachelor of Arts,,6/30/2016,Environmental Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2400,Non Applicable based on skip pattern,,"Software, Web and Multimedia Developer",,FINANCIAL PLANNING,4,3,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,JULY,2016,One,Non Applicable based on skip pattern,4,2016,4,2016,No,Yes,No,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Yes,Non Applicable based on skip pattern,Yes,Yes,No,,,,,,,,,,,,,,,,,Getting an interview,,"No, do not intend to pursue at all",Master’s Degree by coursework,,,,,,LAW,Neutral,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Satisfied,Dissatisfied,Not applicable,Not applicable,Disagree,Well,Well,Fairly well,Well,Well,Well,Well,Very well,Fairly well,Very well,Fairly well,Not applicable,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Follow up,UGRD,CHEMISTRY (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,40254_535,,Honours,,Bachelor of Science (Nursing),,6/30/2016,Medicine,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,NATIONAL CANCER CENTRE,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4000,100,3000,Non Applicable based on skip pattern,,"Others, please provide job title and description",,LAWYER,To a great extent,1,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,MARCH,,One,"Yes, I attempted to look for employment",12,2016,9,2016,No,Yes,No,No,No,No,Non Applicable based on skip pattern,Yes,Non Applicable based on skip pattern,No,No,No,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,,Getting offers after the interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,RAILWAY ENGINEERING,No,Non Applicable based on skip pattern,,Yes,Satisfied,Neutral,Not applicable,Not applicable,Satisfied,Satisfied,Neutral,Very well,Fairly well,Fairly well,A little,Fairly well,Fairly well,Fairly well,Well,Fairly well,Very well,Fairly well,Not applicable,Not at all,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,APPLIED MATHEMATICS (HONS),,,NORMAL,,1520,Singapore Citizen,M,Y,,,,,,
0,49844_910,,Honours,,Bachelor of Engineering (Mechanical Engineering),,6/30/2016,Medicine,Current course was not the first choice of study,China,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,MOHH,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3200,,4000,Non Applicable based on skip pattern,,Auditor (Accounting),,,4,2,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,,2013,One,Non Applicable based on skip pattern,11,2016,5,2016,No,No,No,Non Applicable based on skip pattern,No,No,No,Yes,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,,"Finding jobs to apply to, that is related to my career interest",,"No, do not intend to pursue at all",Post Graduate Diploma in Education (PGDE) without service bond from MOE,,,,,,,Neutral,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Very satisfied,Very satisfied,Not applicable,Dissatisfied,Dissatisfied,Not applicable,Agree,Well,Well,Well,A little,Well,Very well,Fairly well,Very well,Well,A little,Very well,Not applicable,Not applicable,Not applicable,Strongly agree,Chinese,,Singapore Citizen,,Full Time,UGRD,CIVIL ENGINEERING (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
